SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1496861,391179,Consumer loans,11830.635,158386.5,160893,15840,158386.5,SATURDAY,13,Y,1,0.097611651,,,XAP,Approved,-835,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,2178,Consumer electronics,18,middle,POS household with interest,365243,-804,-294,-294,-288,0
2116589,202744,Consumer loans,20652.975,143536.5,105777,43065,143536.5,TUESDAY,20,Y,1,0.315110654,,,XAP,Approved,-487,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,2178,Consumer electronics,6,high,POS household with interest,365243,-456,-306,-366,-356,0
1620056,417156,Consumer loans,8758.98,67855.5,65659.5,7200,67855.5,THURSDAY,6,Y,1,0.107624326,,,XAP,Approved,-2674,Cash through the bank,XAP,"Spouse, partner",New,Audio/Video,POS,XNA,Country-wide,1450,Consumer electronics,10,high,POS household with interest,365243,-2643,-2373,-2373,-2370,1
2309726,388816,Consumer loans,,47011.05,47011.05,0,47011.05,SATURDAY,9,Y,1,0,,,XAP,Unused offer,-753,Cash through the bank,CLIENT,,New,Mobile,XNA,XNA,Country-wide,70,Connectivity,,XNA,POS mobile with interest,,,,,,
2050037,214298,Consumer loans,3787.065,32850,34272,1665,32850,SATURDAY,11,Y,1,0.050458757,,,XAP,Approved,-2103,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12,high,POS mobile with interest,365243,-2072,-1742,-1742,-1738,0
1645236,163866,Consumer loans,17463.6,158760,158760,0,158760,MONDAY,9,Y,1,0,,,XAP,Approved,-369,XNA,XAP,,Repeater,Furniture,POS,XNA,Regional / Local,100,Auto technology,10,low_normal,POS industry with interest,365243,-338,-68,-68,-62,0
2476104,401302,Consumer loans,4965.075,38205,37219.5,3820.5,38205,THURSDAY,13,Y,1,0.101385766,,,XAP,Approved,-2394,Cash through the bank,XAP,Group of people,New,Mobile,POS,XNA,Country-wide,35,Connectivity,10,low_normal,POS mobile with interest,365243,-2363,-2093,-2093,-2076,1
1310508,197508,Consumer loans,5333.445,39123,44482.5,3915,39123,TUESDAY,8,Y,1,0.088099404,,,XAP,Approved,-1850,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,35,Connectivity,12,high,POS mobile with interest,365243,-1819,-1489,-1489,-1481,0
1317178,355877,Consumer loans,3674.79,19080,18022.5,1908,19080,TUESDAY,16,Y,1,0.104261582,,,XAP,Approved,-1391,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,6,high,POS mobile with interest,365243,-1360,-1210,-1270,-1267,0
1442011,289618,Consumer loans,10144.44,146605.5,171765,0,146605.5,TUESDAY,16,Y,1,0,,,XAP,Approved,-846,Cash through the bank,XAP,Family,Repeater,Audio/Video,POS,XNA,Regional / Local,600,Consumer electronics,24,middle,POS household with interest,365243,-815,-125,-125,-120,0
1669078,191949,Consumer loans,5038.875,45810,41224.5,4585.5,45810,MONDAY,15,Y,1,0.109016074,,,XAP,Approved,-330,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,15,Connectivity,10,middle,POS mobile with interest,365243,-282,-12,-192,-184,0
2415921,354229,Consumer loans,14868,68301,71680.5,0,68301,SATURDAY,8,Y,1,0,,,XAP,Approved,-1537,Cash through the bank,XAP,"Spouse, partner",Refreshed,Computers,POS,XNA,Stone,260,Connectivity,6,high,POS mobile with interest,365243,-1505,-1355,-1355,-1347,0
2293175,228346,Consumer loans,6122.835,48600,42727.5,9720,48600,FRIDAY,12,Y,1,0.201839242,,,XAP,Approved,-1998,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Stone,34,Consumer electronics,12,high,POS household with interest,365243,-1967,-1637,-1877,-1870,0
2167678,390869,Cash loans,13013.955,67500,69727.5,,67500,TUESDAY,9,Y,1,,,,XNA,Approved,-679,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6,middle,Cash X-Sell: middle,365243,-649,-499,-619,-611,1
2122211,226730,Cash loans,34878.825,900000,1081179,,900000,SATURDAY,10,Y,1,,,,Repairs,Refused,-374,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60,low_normal,Cash Street: low,,,,,,
1113302,367322,Consumer loans,3305.835,24246,27571.5,2425.5,24246,SATURDAY,15,Y,1,0.088061806,,,XAP,Approved,-2069,Cash through the bank,XAP,Other_A,New,Photo / Cinema Equipment,POS,XNA,Country-wide,21,Connectivity,12,high,POS mobile with interest,365243,-2038,-1708,-1708,-1704,0
2333229,121083,Consumer loans,9283.455,74196,80725.5,0,74196,MONDAY,7,Y,1,0,,,XAP,Approved,-398,Cash through the bank,XAP,,Refreshed,Audio/Video,POS,XNA,Regional / Local,150,Consumer electronics,10,middle,POS household with interest,365243,-367,-97,-367,-364,0
2228279,352353,Consumer loans,4217.13,29205,31612.5,0,29205,FRIDAY,10,Y,1,0,,,XAP,Approved,-2825,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,40,Connectivity,10,high,POS mobile with interest,365243,-2794,-2524,-2524,-2515,1
2035809,319193,Consumer loans,10068.795,71950.5,62307,13500,71950.5,TUESDAY,7,Y,1,0.193949467,,,XAP,Approved,-2218,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,13,Connectivity,8,high,POS mobile with interest,365243,-2186,-1976,-1976,-1968,0
1025502,399242,Consumer loans,9152.1,84555,82377,8455.5,84555,TUESDAY,6,Y,1,0.101382305,,,XAP,Approved,-2411,Cash through the bank,XAP,Unaccompanied,New,Photo / Cinema Equipment,POS,XNA,Stone,165,Consumer electronics,10,low_normal,POS household without interest,365243,-2380,-2110,-2110,-2105,1
2440172,121398,Consumer loans,8429.715,71910,82350,0,71910,SATURDAY,14,Y,1,0,,,XAP,Approved,-95,XNA,XAP,Unaccompanied,Repeater,Computers,POS,XNA,Stone,30,Connectivity,12,middle,POS mobile with interest,365243,-63,267,365243,365243,0
2094054,100861,Cash loans,,0,0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-196,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2124902,415226,Revolving loans,9000,180000,180000,,180000,THURSDAY,14,Y,1,,,,XAP,Refused,-212,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
1526873,228508,Cash loans,,0,0,,,FRIDAY,11,Y,1,,,,XNA,Canceled,-417,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1700926,342064,Cash loans,40783.995,1350000,1546020,,1350000,FRIDAY,6,Y,1,,,,XNA,Refused,-327,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_action,Cash X-Sell: low,,,,,,
1137228,254466,Revolving loans,2250,45000,45000,,45000,SATURDAY,17,Y,1,,,,XAP,Approved,-200,XNA,XAP,Family,Repeater,XNA,Cards,walk-in,Country-wide,550,Consumer electronics,0,XNA,Card Street,-200,-150,365243,365243,365243,0
1301254,101783,Consumer loans,4505.85,34803,33777,3600,34803,FRIDAY,11,Y,1,0.104896789,,,XAP,Approved,-2728,Cash through the bank,XAP,Family,New,Mobile,POS,XNA,Country-wide,48,Connectivity,10,low_normal,POS mobile with interest,365243,-2697,-2427,-2457,-2453,1
2659608,380152,Consumer loans,11811.15,112455,101209.5,11245.5,112455,SUNDAY,15,Y,1,0.108909091,,,XAP,Approved,-1072,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Stone,20,Connectivity,10,middle,POS mobile with interest,365243,-1037,-767,-767,-762,0
2529255,348018,Revolving loans,2250,45000,45000,,45000,THURSDAY,17,Y,1,,,,XAP,Refused,-258,XNA,SCOFR,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,,,,,,
1882851,315834,Revolving loans,,0,0,,,FRIDAY,14,Y,1,,,,XAP,Canceled,-428,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2830134,175906,Cash loans,19281.6,450000,533160,,450000,FRIDAY,14,Y,1,,,,XNA,Refused,-397,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,low_normal,Cash X-Sell: low,,,,,,
1171746,143456,Cash loans,26815.95,810000,970380,,810000,SATURDAY,16,Y,1,,,,XNA,Refused,-13,Cash through the bank,HC,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,low_normal,Cash X-Sell: low,,,,,,
1677038,447136,Revolving loans,20250,405000,405000,,405000,TUESDAY,10,Y,1,,,,XAP,Refused,-223,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
2265139,255935,Revolving loans,2250,45000,45000,,45000,FRIDAY,12,Y,1,,,,XAP,Refused,-242,XNA,SCOFR,Unaccompanied,Repeater,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0,XNA,Card Street,,,,,,
1755981,453508,Cash loans,,0,0,,,THURSDAY,12,Y,1,,,,XNA,Canceled,-129,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2843419,257450,Consumer loans,6243.57,42363,21915,21150,42363,MONDAY,12,Y,1,0.534872233,,,XAP,Approved,-2510,XNA,XAP,Family,Repeater,Audio/Video,POS,XNA,Stone,1588,Consumer electronics,4,low_normal,POS household with interest,365243,-2479,-2389,-2389,-2385,1
1826355,225414,Cash loans,19661.94,180000,191880,,180000,FRIDAY,11,Y,1,,,,XNA,Approved,-500,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-470,-140,-140,-134,1
2502499,394944,Cash loans,29625.975,832500,832500,,832500,WEDNESDAY,13,Y,1,,,,XNA,Refused,-244,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60,middle,Cash X-Sell: middle,,,,,,
2420023,280817,Cash loans,21548.16,387000,387000,,387000,SUNDAY,8,Y,1,,,,XNA,Refused,-438,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,high,Cash X-Sell: high,,,,,,
1120202,286384,Cash loans,,0,0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-286,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2725456,319346,Revolving loans,,0,0,,,TUESDAY,11,Y,1,,,,XAP,Canceled,-233,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2128443,317271,Consumer loans,8834.985,180000,222768,0,180000,FRIDAY,14,Y,1,0,,,XAP,Approved,-63,Cash through the bank,XAP,Unaccompanied,Repeater,Vehicles,POS,XNA,Stone,200,Auto technology,36,low_normal,POS other with interest,365243,-32,1018,365243,365243,0
1457227,262425,Cash loans,22210.38,315000,397750.5,,315000,MONDAY,9,Y,1,,,,XNA,Approved,-680,XNA,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,low_normal,Cash X-Sell: low,365243,-650,40,-650,-646,1
1616864,145915,Cash loans,,0,0,,,SUNDAY,11,Y,1,,,,XNA,Canceled,-287,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2655581,180378,Cash loans,,0,0,,,SUNDAY,14,Y,1,,,,XNA,Canceled,-45,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1511748,226408,Cash loans,22853.79,225000,337824,,225000,MONDAY,12,Y,1,,,,Other,Refused,-799,XNA,LIMIT,,Refreshed,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,36,high,Cash Street: high,,,,,,
1008854,141952,Consumer loans,8371.8,33885,29385,4500,33885,TUESDAY,15,Y,1,0.144633587,,,XAP,Approved,-2618,Cash through the bank,XAP,Family,Refreshed,Mobile,POS,XNA,Country-wide,46,Connectivity,4,low_normal,POS mobile with interest,365243,-2574,-2484,-2484,-2480,0
1205455,454222,Consumer loans,6375.69,141525,141525,0,141525,SUNDAY,20,Y,1,0,,,XAP,Approved,-312,XNA,XAP,Unaccompanied,New,Homewares,POS,XNA,Country-wide,100,Industry,24,low_action,POS industry without interest,365243,-279,411,-39,-32,0
1189257,176488,Consumer loans,11761.2,247500,222750,24750,247500,MONDAY,10,Y,1,0.108909091,,,XAP,Approved,-1057,Cash through the bank,XAP,,New,Construction Materials,POS,XNA,Stone,28,Construction,24,low_normal,POS industry with interest,365243,-996,-306,-336,-330,0
2508077,202508,Consumer loans,20198.925,124335,104719.5,24867,124335,THURSDAY,3,Y,1,0.208991088,,,XAP,Approved,-509,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Regional / Local,30,Consumer electronics,6,middle,POS household with interest,365243,-478,-328,-358,-345,0
2308761,229521,Cash loans,24971.805,315000,381528,,315000,FRIDAY,12,Y,1,,,,XNA,Refused,-248,Cash through the bank,HC,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,,,,,,
1470839,104369,Cash loans,,0,0,,,MONDAY,10,Y,1,,,,XNA,Canceled,-353,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1799887,437712,Cash loans,18647.775,225000,284400,,225000,SATURDAY,11,Y,1,,,,XNA,Approved,-339,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24,middle,Cash X-Sell: middle,365243,-309,381,365243,365243,1
1486286,147926,Cash loans,9175.995,45000,46485,,45000,FRIDAY,13,Y,1,,,,XNA,Approved,-445,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,AP+ (Cash loan),6,XNA,6,high,Cash X-Sell: high,365243,-415,-265,-415,-408,1
1808453,287806,Cash loans,16099.155,337500,415462.5,,337500,THURSDAY,10,Y,1,,,,XNA,Refused,-414,Cash through the bank,XNA,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),20,XNA,60,middle,Cash Street: middle,,,,,,
2744941,172453,Consumer loans,7956.045,56794.5,69183,0,56794.5,TUESDAY,12,Y,1,0,,,XAP,Approved,-512,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,400,Consumer electronics,10,middle,POS household with interest,365243,-481,-211,-421,-416,0
1931909,341828,Cash loans,18085.23,225000,269550,,225000,TUESDAY,11,Y,1,,,,Urgent needs,Approved,-372,Cash through the bank,XAP,Unaccompanied,New,XNA,Cash,walk-in,AP+ (Cash loan),6,XNA,18,low_normal,Cash Street: low,365243,-336,174,365243,365243,0
1446401,206799,Consumer loans,6780.51,112500,121297.5,11250,112500,WEDNESDAY,13,Y,1,0.092436845,,,XAP,Approved,-2618,Cash through the bank,XAP,Unaccompanied,New,Furniture,POS,XNA,Stone,250,Industry,24,middle,POS industry with interest,365243,-2587,-1897,-2437,-2425,1
1129170,443568,Consumer loans,9008.595,82350,80635.5,8235,82350,MONDAY,14,Y,1,0.100918343,,,XAP,Approved,-207,Cash through the bank,XAP,Family,Repeater,Furniture,POS,XNA,Stone,15,Furniture,10,low_normal,POS industry with interest,365243,-177,93,365243,365243,1
1528879,215184,Consumer loans,7261.875,99423,99423,0,99423,FRIDAY,15,Y,1,0,,,XAP,Refused,-337,Cash through the bank,HC,,Repeater,Computers,POS,XNA,Regional / Local,70,Consumer electronics,18,middle,POS household with interest,,,,,,
2614288,142969,Consumer loans,,145480.5,145480.5,0,145480.5,MONDAY,11,Y,1,0,,,XAP,Unused offer,-805,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,20,Connectivity,,XNA,POS mobile with interest,,,,,,
1151454,357680,Consumer loans,42003,450000,450000,0,450000,TUESDAY,7,Y,1,0,,,XAP,Approved,-626,Non-cash from your account,XAP,,New,Clothing and Accessories,POS,XNA,Stone,24,Clothing,12,low_normal,POS industry with interest,365243,-594,-264,-264,-257,0
2708532,360395,Consumer loans,8058.6,61200,66271.5,900,61200,SATURDAY,11,Y,1,0.014592228,,,XAP,Refused,-1655,Cash through the bank,LIMIT,Family,Repeater,Furniture,POS,XNA,Stone,166,Furniture,12,high,POS industry with interest,,,,,,
1649666,234833,Cash loans,19418.49,225000,247275,,225000,MONDAY,9,Y,1,,,,Medicine,Refused,-291,XNA,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Country-wide,31,Connectivity,18,middle,Cash Street: middle,,,,,,
2456424,418542,Consumer loans,30001.455,585000,398425.5,186574.5,585000,MONDAY,16,Y,1,0.347344601,,,XAP,Refused,-1993,Cash through the bank,LIMIT,Family,Repeater,Consumer Electronics,POS,XNA,Stone,11,Consumer electronics,18,middle,POS household with interest,,,,,,
1430555,445516,Consumer loans,3418.065,28822.5,28507.5,2884.5,28822.5,SATURDAY,10,Y,1,0.100072717,,,XAP,Approved,-1981,Cash through the bank,XAP,,Repeater,Photo / Cinema Equipment,POS,XNA,Country-wide,50,Connectivity,12,high,POS mobile with interest,365243,-1945,-1615,-1615,-1609,0
2617853,358397,Consumer loans,5219.235,31500,28350,3150,31500,THURSDAY,14,Y,1,0.108909091,,,XAP,Approved,-2289,Cash through the bank,XAP,,Repeater,Construction Materials,POS,XNA,Stone,10,Construction,6,middle,POS industry with interest,365243,-2251,-2101,-2101,-2097,0
2710273,348331,Consumer loans,5526,61402.5,55260,6142.5,61402.5,WEDNESDAY,11,Y,1,0.108948999,,,XAP,Approved,-1093,Cash through the bank,XAP,,New,Construction Materials,POS,XNA,Stone,20,Construction,12,middle,POS industry with interest,365243,-1055,-725,-725,-718,0
2827095,401549,Consumer loans,8131.095,60651,40419,22500,60651,MONDAY,14,Y,1,0.389461776,,,XAP,Approved,-235,Cash through the bank,XAP,Family,Repeater,Mobile,POS,XNA,Country-wide,52,Connectivity,6,high,POS mobile with interest,365243,-205,-55,-145,-138,1
1970729,264336,Revolving loans,2250,45000,45000,,45000,SATURDAY,7,Y,1,,,,XAP,Approved,-311,XNA,XAP,Unaccompanied,Refreshed,XNA,Cards,walk-in,Country-wide,150,Consumer electronics,0,XNA,Card Street,365243,365243,365243,365243,365243,0
1457911,149296,Consumer loans,10877.22,107428.5,118773,0,107428.5,MONDAY,9,Y,1,0,,,XAP,Refused,-1048,Cash through the bank,HC,Unaccompanied,Repeater,Computers,POS,XNA,Country-wide,150,Consumer electronics,12,low_action,POS household without interest,,,,,,
1968765,267193,Consumer loans,5196.465,34159.23,32764.5,3424.23,34159.23,SUNDAY,15,Y,1,0.103051358,,,XAP,Approved,-2446,Cash through the bank,XAP,Unaccompanied,New,Mobile,POS,XNA,Country-wide,1370,Consumer electronics,8,high,POS household with interest,365243,-2415,-2205,-2205,-2201,1
2403352,198069,Consumer loans,19525.32,199485,172485,27000,199485,MONDAY,15,Y,1,0.147406845,,,XAP,Approved,-1737,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,2270,Consumer electronics,12,high,POS household with interest,365243,-1706,-1376,-1376,-1367,0
2696480,127755,Consumer loans,3198.51,24070.5,23449.5,2407.5,24070.5,MONDAY,11,Y,1,0.101403348,,,XAP,Approved,-2085,Non-cash from your account,XAP,,New,Mobile,POS,XNA,Stone,76,Connectivity,10,high,POS mobile with interest,365243,-2044,-1774,-1804,-1799,0
1050155,267642,Consumer loans,15029.64,156510,140859,15651,156510,SATURDAY,12,Y,1,0.108909091,,,XAP,Approved,-2208,Cash through the bank,XAP,Family,New,Audio/Video,POS,XNA,Country-wide,-1,Consumer electronics,12,middle,POS household with interest,365243,-2177,-1847,-2087,-2081,0
1854327,286603,Consumer loans,,122805,122805,0,122805,SATURDAY,4,Y,1,0,,,XAP,Unused offer,-437,Cash through the bank,CLIENT,,Repeater,Mobile,XNA,XNA,Country-wide,30,Connectivity,,XNA,POS mobile with interest,,,,,,
1709049,453917,Cash loans,,0,0,,,SATURDAY,11,Y,1,,,,XNA,Canceled,-256,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1141532,223217,Cash loans,52026.165,1129500,1227901.5,,1129500,TUESDAY,12,Y,1,,,,XNA,Approved,-492,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-462,588,-162,-151,1
1837755,244663,Cash loans,,0,0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-117,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1118596,398189,Cash loans,26901,675000,675000,,675000,MONDAY,9,Y,1,,,,XNA,Approved,-249,Cash through the bank,XAP,Unaccompanied,Refreshed,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,low_normal,Cash X-Sell: low,365243,-218,832,365243,365243,0
1195553,238135,Revolving loans,,0,0,,,TUESDAY,8,Y,1,,,,XAP,Canceled,-315,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1426983,320293,Cash loans,,0,0,,,THURSDAY,8,Y,1,,,,XNA,Canceled,-322,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2753412,320293,Revolving loans,,0,0,,,SATURDAY,15,Y,1,,,,XAP,Canceled,-187,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
1657730,385461,Cash loans,,0,0,,,FRIDAY,10,Y,1,,,,XNA,Canceled,-358,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2020689,198181,Cash loans,,0,0,,,WEDNESDAY,14,Y,1,,,,XNA,Refused,-63,XNA,HC,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1163815,245185,Cash loans,32760.27,450000,601470,,450000,SATURDAY,9,Y,1,,,,XNA,Approved,-4,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,,,,,,
2090479,210132,Cash loans,42801.48,450000,550948.5,,450000,THURSDAY,12,Y,1,,,,XNA,Approved,-844,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18,middle,Cash X-Sell: middle,365243,-814,-304,-424,-421,1
1913468,330772,Cash loans,41336.325,697500,793251,,697500,THURSDAY,13,Y,1,,,,XNA,Refused,-572,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48,high,Cash X-Sell: high,,,,,,
1709250,140260,Revolving loans,13500,270000,270000,,270000,MONDAY,9,Y,1,,,,XAP,Refused,-255,XNA,SCO,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0,XNA,Card X-Sell,,,,,,
2428902,111803,Cash loans,15119.19,135000,143910,,135000,MONDAY,10,Y,1,,,,XNA,Approved,-590,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-560,-230,-530,-528,1
1847329,455587,Consumer loans,4566.645,17829,16029,1800,17829,SATURDAY,9,Y,1,0.109953651,,,XAP,Approved,-2921,Cash through the bank,XAP,,New,Mobile,POS,XNA,Stone,18,Connectivity,4,high,POS mobile with interest,365243,-2888,-2798,-2798,-2780,0
2283639,372838,Consumer loans,5091.975,48375,47722.5,4950,48375,FRIDAY,7,Y,1,0.102349423,,,XAP,Approved,-2054,Cash through the bank,XAP,Unaccompanied,Repeater,Construction Materials,POS,XNA,Stone,309,Construction,12,middle,POS industry with interest,365243,-2011,-1681,-1681,-1674,0
2132672,277348,Consumer loans,18660.375,186210,187353,18621,186210,FRIDAY,13,Y,1,0.098458843,,,XAP,Approved,-2168,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,1735,Consumer electronics,16,high,POS household with interest,365243,-2137,-1687,-1717,-1711,0
2512851,252319,Cash loans,17110.215,90000,92970,,90000,THURSDAY,16,Y,1,,,,XNA,Refused,-487,XNA,SCO,,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),5,XNA,6,middle,Cash X-Sell: middle,,,,,,
1657630,147611,Cash loans,44964,450000,450000,,450000,SUNDAY,17,Y,1,,,,XNA,Approved,-299,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12,middle,Cash X-Sell: middle,365243,-269,61,365243,365243,0
2560618,400583,Cash loans,23330.61,382500,443088,,382500,FRIDAY,9,Y,1,,,,XNA,Approved,-81,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36,middle,Cash X-Sell: middle,,,,,,
2501292,453300,Cash loans,,0,0,,,MONDAY,11,Y,1,,,,XNA,Canceled,-18,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2212511,295139,Cash loans,15270.3,135000,143910,,135000,MONDAY,10,Y,1,,,,Repairs,Refused,-254,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12,middle,Cash Street: middle,,,,,,
2254993,358049,Cash loans,,0,0,,,MONDAY,16,Y,1,,,,XNA,Canceled,-250,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1292237,206093,Cash loans,,0,0,,,FRIDAY,9,Y,1,,,,XNA,Canceled,-228,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1242187,367191,Cash loans,,0,0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-291,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1284401,220422,Cash loans,15249.69,135000,143910,,135000,SATURDAY,15,Y,1,,,,XNA,Approved,-588,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12,middle,Cash X-Sell: middle,365243,-558,-228,-477,-475,1
